gene_id	R1	R2	R3	R4	R5	R6	R7	R8	R9
ENSG00000251166	0	0	0	0	0	0	0	0	0
ENSG00000234386	0	0	0	0	0	0	0	0	0
ENSG00000251669	39	158	64	126	92	0	39	148	98
ENSG00000250476	0	0	2	0	0	0	9	6	4
ENSG00000250710	0	0	0	0	0	0	0	0	0
ENSG00000163982	0	0	0	0	2	0	0	0	0
ENSG00000132406	556	773	867	1287	998	0	482	907	638
ENSG00000145220	2523	6867	6933	7974	5911	0	4614	9830	7277
ENSG00000168826	378	440	387	581	623	0	468	804	529
ENSG00000168824	23	28	35	155	145	0	36	74	23
ENSG00000168818	739	1377	1598	2000	1452	0	721	1924	1260
ENSG00000248221	0	0	0	0	0	0	0	0	0
ENSG00000247708	12	28	38	43	24	0	23	26	44
ENSG00000273396	0	0	0	0	0	0	0	0	0
ENSG00000163132	21	8	20	20	22	0	6	62	48
ENSG00000200761	0	0	0	0	0	0	0	0	0
ENSG00000170891	0	0	0	0	6	0	0	0	0
ENSG00000152953	0	0	0	0	2	0	0	6	2
ENSG00000201496	0	0	0	0	0	0	0	0	0
ENSG00000082929	0	0	1	0	0	0	0	0	0
ENSG00000173040	70	245	194	327	550	0	151	366	229
ENSG00000072840	214	971	693	702	2149	0	649	1504	834
ENSG00000072832	29	95	82	81	347	0	114	150	86
ENSG00000181215	46	54	58	91	139	0	68	74	72
ENSG00000263631	0	0	0	0	0	0	0	0	0
ENSG00000152969	479	1260	1736	888	1127	0	273	922	718
ENSG00000109501	438	241	221	837	437	0	158	447	408
ENSG00000074211	2	0	0	0	0	0	0	2	3
ENSG00000013288	1271	1381	1334	3314	3196	0	1826	2768	1995
ENSG00000179010	5190	6114	6066	10193	9036	2	5495	8850	6046
ENSG00000163993	22	421	328	222	223	0	73	262	133
ENSG00000178988	1778	3064	2752	3943	3711	2	1780	4491	3135
ENSG00000186222	690	1296	1335	1872	1587	0	1034	1691	1157
ENSG00000170871	2968	3386	3389	4727	4174	0	2855	4741	3273
ENSG00000132405	779	1639	1575	1907	1453	0	617	1667	946
ENSG00000202392	0	0	0	0	2	0	0	0	0
ENSG00000173013	34	19	37	59	77	0	20	62	70
ENSG00000173011	1500	1553	1491	2603	2336	0	909	1805	1206
ENSG00000109519	3748	8995	7847	10750	8404	0	5717	11145	7278
ENSG00000184985	30	16	27	26	25	0	49	20	6
ENSG00000264658	0	0	0	0	0	0	0	0	0
ENSG00000178597	0	0	0	0	0	0	4	0	0
ENSG00000266690	0	0	0	0	0	0	0	0	0
ENSG00000272620	17	26	23	31	49	0	25	35	42
ENSG00000196526	4361	4029	4105	7970	6994	0	3288	5541	3955
ENSG00000163995	53	69	56	82	118	0	77	83	102
ENSG00000207807	0	0	0	0	0	0	0	0	0
ENSG00000250471	0	2	0	0	0	0	2	4	4
ENSG00000125089	921	1039	1363	1883	2273	0	1056	1735	1117
ENSG00000170801	123	48	56	31	272	0	475	451	215
ENSG00000087008	1747	2645	2822	3914	4473	0	4228	4695	3287
ENSG00000202054	3	0	0	2	2	0	0	2	2
ENSG00000155275	1048	1401	1506	2226	1911	0	1740	2725	1970
ENSG00000155269	0	0	0	0	0	0	1	0	0
ENSG00000109625	0	0	0	0	0	0	0	0	0
ENSG00000215612	2	0	0	0	0	0	0	0	0
ENSG00000249272	0	0	0	0	0	0	0	0	0
ENSG00000250342	0	0	0	0	0	0	1	6	4
ENSG00000249767	2	4	2	4	4	0	7	0	6
ENSG00000163612	2	0	4	0	3	0	2	0	0
ENSG00000229924	0	0	0	0	0	0	0	0	0
ENSG00000231396	0	0	0	0	0	0	0	0	0
ENSG00000233136	0	0	0	0	0	0	0	0	0
ENSG00000227551	0	0	0	0	0	0	0	0	0
ENSG00000232399	0	0	0	0	0	0	0	0	0
ENSG00000249482	0	0	0	0	0	0	0	0	0
ENSG00000223569	0	0	0	0	0	0	0	0	0
ENSG00000249104	0	0	0	0	0	0	0	0	0
ENSG00000250844	0	0	0	0	0	0	0	0	0
ENSG00000248920	0	0	0	0	0	0	0	0	0
ENSG00000250745	0	0	0	0	0	0	0	0	0
ENSG00000249811	0	0	0	0	0	0	0	0	0
ENSG00000248933	0	0	0	0	0	0	0	0	0
ENSG00000232264	0	0	0	0	0	0	0	0	0
ENSG00000230430	0	0	0	0	0	0	0	0	0
ENSG00000229579	0	0	0	0	0	0	0	0	0
ENSG00000227140	0	0	0	0	0	0	0	0	0
ENSG00000235780	0	0	0	0	0	0	0	0	0
ENSG00000231051	0	0	0	0	0	0	0	0	0
ENSG00000231637	0	0	0	0	0	0	0	0	0
ENSG00000251694	0	0	0	0	0	0	0	0	0
ENSG00000228856	0	0	0	0	0	0	0	0	0
ENSG00000205946	0	0	0	0	0	0	0	0	0
ENSG00000252307	0	0	0	0	0	0	0	0	0
ENSG00000248364	0	0	0	0	0	0	0	0	0
ENSG00000250884	0	0	0	0	0	0	0	0	0
ENSG00000249866	4	2	3	23	2	0	0	0	0
ENSG00000221275	0	0	0	0	2	0	0	0	0
ENSG00000250942	0	0	0	0	0	0	0	0	0
ENSG00000186234	2	16	8	0	0	0	0	0	0
ENSG00000251087	0	0	0	0	0	0	2	0	0
ENSG00000250425	0	0	0	0	0	0	2	0	0
ENSG00000109667	95	71	89	152	204	0	636	199	153
ENSG00000169676	0	0	2	0	0	0	12	0	4
ENSG00000252002	0	0	0	0	0	0	2	0	0
ENSG00000071127	28392	47691	45963	59548	69165	0	58128	77819	52193
ENSG00000264931	5	6	5	4	18	0	16	23	12
ENSG00000223086	5	4	1	5	12	0	17	21	4
ENSG00000250040	0	0	0	0	0	0	0	0	0
ENSG00000178163	1340	1645	1509	2789	2975	0	1682	3015	1770
ENSG00000109684	30	16	29	25	42	0	32	6	19
ENSG00000207716	0	0	0	0	0	0	0	0	0
ENSG00000002587	8	24	50	66	60	0	6	30	8
ENSG00000222182	0	0	0	0	0	0	0	0	0
ENSG00000212282	0	0	0	0	0	0	0	0	0
ENSG00000249995	0	0	0	0	0	0	0	0	0
ENSG00000157869	435	759	794	1021	717	0	507	881	643
ENSG00000281202	0	0	0	0	0	0	0	0	0
ENSG00000109705	2	0	2	0	8	0	0	4	2
ENSG00000038219	4032	4344	5000	6753	7692	0	3765	8222	5139
ENSG00000266240	2	0	2	1	0	0	0	6	0
ENSG00000250634	0	0	0	0	0	0	0	0	0
ENSG00000248698	0	0	0	0	0	0	0	0	0
ENSG00000248360	4	0	0	2	23	1	10	21	3
ENSG00000251252	0	0	0	0	0	0	0	0	0
ENSG00000137449	1665	2198	2894	2112	3473	0	2924	4497	3908
ENSG00000163145	2	0	0	0	0	0	4	0	1
ENSG00000048342	6	4	5	3	0	0	2	12	0
ENSG00000118564	1252	1829	1838	3125	2246	0	862	1983	1354
ENSG00000237765	171	225	236	318	289	0	235	318	188
ENSG00000109743	12	19	26	27	20	0	23	11	16
ENSG00000004468	235	901	618	933	493	0	301	540	395
ENSG00000137440	0	0	0	0	0	0	0	0	0
ENSG00000137441	30	26	21	162	27	0	168	33	15
ENSG00000007062	8	2	2	22	12	0	30	22	17
ENSG00000169762	1081	1499	1513	1999	1576	0	1008	1806	1287
ENSG00000263327	12	20	25	56	27	0	15	50	26
ENSG00000249506	0	4	6	2	2	0	0	0	0
ENSG00000169744	0	0	0	0	0	0	0	0	0
ENSG00000251212	0	0	0	0	0	0	0	0	0
ENSG00000215278	0	0	0	0	0	0	0	0	0
ENSG00000151552	851	2173	2571	2223	1381	0	633	2588	2048
ENSG00000249581	0	0	0	1	0	0	0	0	0
ENSG00000249488	0	0	0	0	0	0	0	0	2
ENSG00000002549	4172	6600	7409	13661	11102	0	5667	14359	12281
ENSG00000118579	2872	3424	3292	4572	4814	0	2612	5772	3560
ENSG00000047662	15	1	8	8	6	0	8	4	5
ENSG00000163257	1418	2052	2175	3230	2932	0	1744	3539	2247
ENSG00000109805	1805	2609	3889	4675	3087	0	1126	4824	3864
ENSG00000178177	204	290	345	543	269	0	159	379	304
ENSG00000235413	4	0	0	7	13	0	0	18	2
ENSG00000251816	0	0	0	0	0	0	0	0	0
ENSG00000145147	2	0	0	0	0	0	0	8	1
ENSG00000248228	0	0	0	0	0	0	0	0	0
ENSG00000207732	0	0	0	0	0	0	0	0	0
ENSG00000163138	200	445	423	615	692	0	374	911	618
ENSG00000185774	38	59	38	42	47	0	39	81	37
ENSG00000283281	0	0	0	0	0	0	0	0	0
ENSG00000280650	2	0	0	0	0	0	0	0	0
ENSG00000239001	0	0	0	0	0	0	0	0	0
ENSG00000152990	152	217	259	698	160	0	186	297	275
ENSG00000249948	0	0	0	0	0	0	2	2	0
ENSG00000251220	0	0	0	0	0	0	0	0	0
ENSG00000109819	0	0	0	4	0	0	0	0	0
ENSG00000109606	8404	14136	16396	17736	13019	0	7586	16821	12247
ENSG00000207697	1	4	2	7	2	0	5	1	0
ENSG00000243005	0	0	0	0	0	0	0	0	0
ENSG00000109610	0	0	0	0	0	0	0	0	0
ENSG00000181982	6	0	2	4	7	0	4	0	10
ENSG00000153012	0	0	0	0	0	0	0	2	0
ENSG00000109618	442	809	761	1340	1097	0	596	1334	1028
ENSG00000038210	1417	2608	3089	3862	2801	0	973	2828	2497
ENSG00000168228	448	569	642	867	753	0	392	826	561
ENSG00000053900	830	1416	1606	2095	1665	0	835	1896	1503
ENSG00000238632	0	0	0	0	0	0	0	0	0
ENSG00000157765	0	0	2	0	0	0	4	0	0
ENSG00000250050	3	0	0	0	0	0	0	5	4
ENSG00000248133	2	0	0	0	0	0	0	0	0
ENSG00000251353	0	0	2	0	0	0	0	0	0
ENSG00000248654	0	0	0	0	0	0	0	0	0
ENSG00000091490	2641	6355	6403	6496	5279	0	4291	7343	4790
ENSG00000250317	451	548	502	557	491	0	322	553	376
ENSG00000168214	13244	17427	14151	16424	18205	0	13308	16417	10573
ENSG00000163394	0	0	0	0	0	0	0	0	0
ENSG00000109680	72	176	129	214	108	0	40	145	91
ENSG00000109689	1306	1992	2087	3241	2302	0	1593	2899	2111
ENSG00000250858	0	0	0	0	0	0	0	0	0
ENSG00000243548	0	0	0	0	0	0	0	0	0
ENSG00000283275	0	0	0	0	0	0	0	0	0
ENSG00000250927	0	0	0	0	0	0	0	0	0
ENSG00000249542	0	0	0	0	0	0	0	0	0
ENSG00000169851	2	0	0	0	0	0	0	4	0
ENSG00000250416	0	0	0	0	0	0	0	0	0
ENSG00000206665	0	0	0	0	0	0	0	0	0
ENSG00000047365	2332	3948	3123	5045	2970	0	3338	3633	2272
ENSG00000197057	33	16	24	63	19	0	40	14	6
ENSG00000283207	0	0	0	0	0	0	0	0	0
ENSG00000264319	0	0	0	0	0	0	0	0	0
ENSG00000174145	4	0	0	0	2	0	8	6	0
ENSG00000154274	0	0	3	3	1	0	2	3	4
ENSG00000181826	209	309	360	375	414	0	401	615	364
ENSG00000169299	1416	2480	2924	3407	3181	0	1884	4452	3198
ENSG00000065882	1254	2400	2055	3508	3847	0	1977	3189	1967
ENSG00000250254	0	0	0	0	0	0	0	0	6
ENSG00000249534	0	0	0	0	0	0	0	0	0
ENSG00000249667	0	0	0	0	2	0	0	0	0
ENSG00000109787	1342	1832	1275	2235	2320	0	1324	2412	1343
ENSG00000222230	0	0	0	0	0	0	0	0	0
ENSG00000174123	0	0	0	0	0	0	0	0	2
ENSG00000174125	18	19	24	39	51	0	20	14	9
ENSG00000174130	54	30	57	112	82	0	54	67	32
ENSG00000197712	42	24	37	82	15	0	6	12	18
ENSG00000207944	0	0	0	0	0	0	0	0	0
ENSG00000121895	1003	532	622	1645	1690	0	491	615	285
ENSG00000109790	519	962	1049	1611	1002	0	584	1028	628
ENSG00000157796	417	610	760	1080	1265	0	780	1816	1187
ENSG00000035928	4520	6360	8126	8090	7559	0	3704	7732	5593
ENSG00000206675	0	0	5	0	0	0	1	0	0
ENSG00000222592	0	0	0	0	0	0	0	0	0
ENSG00000134962	16	31	30	10	22	0	43	43	18
ENSG00000264621	0	0	0	0	0	0	0	0	0
ENSG00000163682	34379	39542	42511	74506	65079	0	35321	53498	34286
ENSG00000121897	428	430	567	574	715	0	249	639	560
ENSG00000109814	2373	1371	1685	3171	2688	0	1209	2448	1816
ENSG00000249348	2	11	9	18	13	0	6	5	7
ENSG00000163683	226	254	234	430	340	0	332	228	198
ENSG00000252796	0	0	0	0	0	0	0	0	0
ENSG00000078140	2486	4725	4954	6269	5083	0	2821	5821	3766
ENSG00000243260	0	0	0	0	2	0	6	0	0
ENSG00000121892	5686	10906	11458	14824	10855	0	7100	13614	9163
ENSG00000252970	2	0	0	1	3	0	0	1	2
ENSG00000249064	6	0	0	0	0	0	4	0	0
ENSG00000078177	2775	5451	5293	5692	4510	0	4877	6797	4612
ENSG00000200455	0	0	0	0	0	0	0	0	0
ENSG00000168421	4769	7831	6771	8398	11803	0	10020	12409	7347
ENSG00000174343	2	4	2	6	4	0	4	0	0
ENSG00000239010	0	0	0	0	0	0	0	0	0
ENSG00000163694	233	153	126	408	45	0	81	54	21
ENSG00000263642	0	0	0	0	0	0	0	0	0
ENSG00000179299	32	27	18	80	34	0	8	8	0
ENSG00000163697	43	60	83	105	39	0	20	40	44
ENSG00000201736	0	0	0	0	0	0	0	0	0
ENSG00000199790	0	0	0	0	0	0	0	0	0
ENSG00000207198	0	0	0	0	0	0	0	0	0
ENSG00000154277	151	186	310	385	190	0	42	244	316
ENSG00000064042	0	2	2	2	2	0	2	12	2
ENSG00000239627	0	0	0	0	0	0	0	0	0
ENSG00000109132	0	0	0	0	0	0	0	0	0
ENSG00000200338	0	0	0	0	0	0	0	0	0
ENSG00000245870	0	0	0	0	0	0	0	0	0
ENSG00000109133	2115	5827	5954	6755	5746	0	4119	8685	5666
ENSG00000182308	20	22	2	18	28	0	26	18	7
ENSG00000014824	2167	3370	3636	4227	3432	0	2043	3476	2410
ENSG00000188848	8	39	49	60	64	0	18	56	53
ENSG00000178343	230	604	480	545	1372	0	194	967	777
ENSG00000124406	910	1056	1050	1895	1269	0	911	864	535
ENSG00000240167	0	0	0	2	0	0	0	0	0
ENSG00000252595	0	0	0	0	0	0	0	0	0
ENSG00000215203	0	0	0	0	0	0	0	0	0
ENSG00000239464	0	0	0	0	0	0	0	0	0
ENSG00000239679	0	0	0	0	0	0	0	0	0
ENSG00000124399	4	2	0	0	2	0	0	2	0
ENSG00000183783	0	0	0	0	0	0	0	0	0
ENSG00000177752	0	3	1	2	4	0	2	9	4
ENSG00000151806	1643	2594	2826	3529	3222	0	2082	4106	3273
ENSG00000163281	639	1173	1212	1707	1555	0	847	1909	1352
ENSG00000200720	0	0	0	0	0	0	0	0	0
ENSG00000222257	0	0	0	0	0	0	0	0	0
ENSG00000163285	0	0	0	0	0	0	0	0	0
ENSG00000151834	0	0	0	0	0	0	0	0	2
ENSG00000252243	0	0	0	0	0	0	0	0	0
ENSG00000170516	0	0	0	0	0	0	0	0	0
ENSG00000109158	0	0	0	0	0	0	0	6	0
ENSG00000163288	0	0	0	0	2	0	4	0	2
ENSG00000169019	731	1023	995	1610	1372	0	850	2018	1392
ENSG00000145246	78	85	135	248	396	0	233	287	187
ENSG00000145244	7	0	0	2	0	0	4	6	3
ENSG00000277388	0	0	0	0	0	0	0	0	0
ENSG00000170448	563	503	596	1135	963	0	355	839	530
ENSG00000163293	45	82	40	83	38	0	162	94	49
ENSG00000198515	1	3	4	1	0	0	3	2	6
ENSG00000074966	102	76	51	298	101	0	69	72	26
ENSG00000200269	0	0	0	0	0	0	0	0	0
ENSG00000135605	81	75	94	144	110	0	40	90	116
ENSG00000109171	2863	4434	4646	4921	4397	0	3839	6148	3979
ENSG00000145248	6	18	4	10	10	0	2	8	2
ENSG00000182223	0	0	0	2	0	0	0	0	2
ENSG00000075539	1822	3339	4242	5950	4850	0	3525	5779	3614
ENSG00000251722	0	0	0	0	0	0	0	0	0
ENSG00000109180	3242	4648	5250	6531	5942	0	3377	6643	4665
ENSG00000248256	1	2	4	4	12	0	6	4	6
ENSG00000145247	1200	2327	2202	3027	2190	0	1754	2607	1728
ENSG00000252913	0	0	0	0	0	0	0	0	0
ENSG00000109182	0	0	0	0	0	0	0	0	0
ENSG00000268736	0	0	0	0	0	0	0	0	0
ENSG00000248946	0	0	0	0	0	0	0	0	0
ENSG00000251056	0	0	0	0	0	0	0	0	0
ENSG00000268391	0	0	0	0	0	0	0	0	0
ENSG00000109184	755	1536	1694	2347	2033	0	1366	2664	1878
ENSG00000250473	2	0	0	0	1	0	0	0	0
ENSG00000188993	32	0	24	27	10	0	32	6	8
ENSG00000163069	627	1253	1290	1631	1387	0	706	1538	1316
ENSG00000163071	4	2	12	16	4	0	12	4	14
ENSG00000199924	0	0	0	0	0	0	0	0	0
ENSG00000109189	365	920	846	896	885	0	528	1484	876
ENSG00000226950	1370	2403	2653	2165	2707	0	2714	4611	3583
ENSG00000264585	10	15	12	22	30	0	18	46	18
ENSG00000226887	4	30	11	24	21	0	15	9	11
ENSG00000250302	2	1	0	0	3	0	0	0	0
ENSG00000128045	52	42	52	94	112	0	68	110	76
ENSG00000184178	305	513	599	722	516	0	313	593	510
ENSG00000207385	0	0	0	0	0	0	0	0	0
ENSG00000145216	791	1317	1317	1830	1385	0	1035	1813	1244
ENSG00000072201	4	11	24	41	26	0	54	40	15
ENSG00000250930	0	0	0	0	0	0	0	0	0
ENSG00000109220	783	716	967	1031	1267	0	1000	1341	1103
ENSG00000180613	6	2	4	2	14	0	4	46	22
ENSG00000134853	6	0	5	14	10	0	0	10	11
ENSG00000157404	2	0	3	8	4	0	6	2	14
ENSG00000252815	0	0	0	0	0	0	0	0	0
ENSG00000244034	0	0	0	0	0	0	0	0	0
ENSG00000128052	0	0	0	0	0	0	0	0	0
ENSG00000239545	0	0	0	0	0	0	0	0	0
ENSG00000206839	0	0	0	0	0	0	0	0	0
ENSG00000250464	0	0	0	0	0	0	0	0	0
ENSG00000128039	351	1136	1293	634	315	0	146	323	199
ENSG00000249700	25	27	47	24	36	0	26	25	49
ENSG00000134851	1868	3153	3312	5581	3668	0	2470	4220	3025
ENSG00000134852	480	1024	1292	1546	1063	0	553	1165	896
ENSG00000223305	0	6	7	11	8	0	16	7	5
ENSG00000163440	0	0	0	0	0	0	0	0	0
ENSG00000109255	0	74	58	30	30	0	11	59	70
ENSG00000251923	0	0	0	0	0	0	0	0	0
ENSG00000090989	1936	1674	1610	2410	2126	0	958	1899	1326
ENSG00000202358	1	2	2	0	0	0	0	1	2
ENSG00000174799	642	1192	1505	1399	1007	0	549	1216	1037
ENSG00000252489	0	0	0	0	0	0	0	0	0
ENSG00000250324	0	0	0	0	0	0	0	0	0
ENSG00000157426	303	434	462	672	508	0	238	636	450
ENSG00000242083	2	8	4	4	12	0	0	2	4
ENSG00000128059	1674	4098	4070	5067	3935	0	1986	5341	3635
ENSG00000128050	10106	20931	24823	27055	20711	3	8853	27322	21548
ENSG00000174780	7482	9951	11482	15578	11803	0	6320	12505	8713
ENSG00000196503	10	4	2	13	6	0	2	2	2
ENSG00000249693	0	0	0	2	0	0	0	4	1
ENSG00000171476	3254	3195	2768	2997	1522	0	5468	1873	1550
ENSG00000241250	0	0	0	0	0	0	2	0	0
ENSG00000240545	0	0	0	0	0	0	0	0	0
ENSG00000265894	0	0	0	0	0	0	0	0	0
ENSG00000128040	18	8	0	26	0	0	4	0	2
ENSG00000084093	2839	3400	3591	3509	3620	0	2850	4721	3025
ENSG00000084092	2278	2285	2373	3370	3126	0	1235	2969	2227
ENSG00000047315	4745	6621	7203	9552	7994	0	4913	9997	6761
ENSG00000251703	2	0	1	1	0	0	0	0	0
ENSG00000163453	3	3	0	5	8	0	0	11	0
ENSG00000245067	0	0	0	0	0	0	0	0	0
ENSG00000243920	0	0	0	0	0	0	0	0	0
ENSG00000201775	0	0	0	0	0	0	0	0	0
ENSG00000265829	0	0	0	0	0	0	0	0	0
ENSG00000150471	0	0	0	0	0	0	0	0	0
ENSG00000241261	0	0	0	0	0	0	0	0	0
ENSG00000225405	0	0	0	0	0	0	0	0	0
ENSG00000241344	0	0	0	0	0	0	0	0	0
ENSG00000180673	4	2	16	2	8	0	0	4	2
ENSG00000231442	0	0	2	2	0	0	0	0	0
ENSG00000205678	0	0	0	0	0	0	0	0	0
ENSG00000252104	0	0	0	0	0	0	0	0	0
ENSG00000251430	0	0	0	0	0	0	0	0	0
ENSG00000251385	0	0	0	0	0	0	0	0	0
ENSG00000249893	0	0	0	0	0	0	0	0	0
ENSG00000248328	0	0	0	0	0	0	0	0	0
ENSG00000145242	0	0	0	0	0	0	0	0	0
ENSG00000250846	0	0	0	0	0	0	0	0	0
ENSG00000222765	0	0	0	0	0	0	0	0	0
ENSG00000221563	0	0	0	0	0	0	0	0	0
ENSG00000244099	0	0	0	0	0	0	0	0	0
ENSG00000252890	0	0	0	0	0	0	0	0	0
ENSG00000206629	0	0	0	0	0	0	0	0	0
ENSG00000145241	1187	1254	1440	2125	1794	0	650	1747	1337
ENSG00000035720	224	209	210	349	107	0	103	135	85
ENSG00000033178	2631	3376	3879	4591	4514	0	2837	4722	3291
ENSG00000248049	287	207	264	383	396	0	191	251	231
ENSG00000109163	1	0	4	0	6	0	0	9	2
ENSG00000232398	1	0	0	1	5	0	2	4	1
ENSG00000153802	0	0	0	0	0	0	0	0	0
ENSG00000187054	0	0	0	0	0	0	0	6	0
ENSG00000229009	0	0	0	0	0	0	0	0	2
ENSG00000207428	0	0	0	0	0	0	0	0	0
ENSG00000198092	0	0	0	0	0	0	0	0	0
ENSG00000250426	0	0	0	0	0	0	0	0	0
ENSG00000250026	0	0	0	0	0	0	0	0	0
ENSG00000185873	0	0	6	0	0	0	0	2	0
ENSG00000083896	3499	3435	3803	4483	4792	0	3375	5456	3608
ENSG00000087128	0	0	2	0	0	0	4	0	0
ENSG00000197888	0	0	0	0	0	0	0	0	0
ENSG00000196620	0	0	0	0	0	0	0	0	0
ENSG00000109181	0	0	0	0	0	0	2	0	0
ENSG00000135220	0	0	0	0	0	0	0	0	0
ENSG00000250919	0	0	0	0	0	0	0	0	0
ENSG00000171234	0	0	0	0	0	0	0	0	0
ENSG00000213759	0	0	0	0	0	0	0	0	0
ENSG00000135226	0	0	0	0	0	0	0	0	0
ENSG00000156096	0	0	0	0	0	0	0	0	0
ENSG00000248886	0	0	0	0	0	0	0	0	0
ENSG00000173610	0	0	0	0	0	0	0	0	0
ENSG00000271271	0	0	0	0	0	0	0	0	0
ENSG00000173597	8	21	14	22	4	0	21	11	4
ENSG00000236959	0	0	0	0	0	0	0	0	0
ENSG00000109193	0	0	0	0	0	0	0	0	0
ENSG00000126545	0	0	0	0	0	0	0	0	0
ENSG00000135222	0	0	0	0	0	0	0	0	0
ENSG00000126549	0	8	4	2	8	0	10	8	16
ENSG00000205649	0	0	0	0	0	0	0	0	0
ENSG00000126550	0	0	0	0	0	0	0	0	0
ENSG00000234124	0	0	0	0	0	0	0	0	0
ENSG00000187533	0	0	0	0	0	0	0	0	0
ENSG00000109205	0	0	0	0	0	0	0	0	0
ENSG00000181617	0	0	0	0	0	0	0	0	4
ENSG00000171209	0	0	0	0	0	0	0	0	0
ENSG00000145309	0	0	0	0	0	0	0	0	0
ENSG00000109208	0	0	0	0	0	0	0	0	0
ENSG00000171201	0	0	0	0	0	0	0	0	0
ENSG00000171199	0	0	0	0	0	0	0	0	0
ENSG00000171195	0	0	0	0	0	0	0	0	0
ENSG00000187689	0	0	0	0	0	0	0	0	0
ENSG00000178522	0	0	0	0	0	0	0	0	0
ENSG00000132464	0	0	2	0	6	0	0	8	0
ENSG00000132465	0	0	4	0	0	0	4	0	0
ENSG00000132467	2662	5584	5105	5955	5299	0	3093	6122	4428
ENSG00000207448	0	0	0	0	0	0	0	0	0
ENSG00000207058	0	0	0	0	0	0	0	0	0
ENSG00000018189	241	362	445	624	643	0	418	747	519
ENSG00000132463	4080	7630	8114	11704	7943	0	4414	8933	6909
ENSG00000207007	0	0	0	0	2	0	0	0	0
ENSG00000173542	2212	2478	2293	4012	4013	0	1833	3643	2662
ENSG00000156136	938	1547	1759	2354	1637	0	491	2041	1295
ENSG00000080493	4	0	2	46	8	0	10	10	6
ENSG00000145321	0	0	0	0	0	0	0	0	0
ENSG00000222236	0	0	0	0	0	0	0	0	0
ENSG00000056291	0	0	0	0	2	0	0	0	0
ENSG00000156140	2	10	1	4	3	0	2	20	17
ENSG00000252955	0	0	0	0	0	0	0	0	0
ENSG00000210839	0	0	0	0	0	0	0	0	0
ENSG00000163626	1010	1045	1022	1508	1345	0	1060	1393	1088
ENSG00000132466	2859	5207	6091	8050	6160	0	3289	6851	4685
ENSG00000163631	4	2	0	0	0	0	11	0	0
ENSG00000081051	0	0	0	0	0	0	0	0	0
ENSG00000079557	0	0	0	0	0	0	0	0	0
ENSG00000169435	2	4	0	0	0	0	2	0	0
ENSG00000169429	22969	128762	138858	94426	66923	0	14013	63371	41726
ENSG00000124875	0	0	0	0	0	0	0	0	0
ENSG00000109272	0	0	0	0	0	0	0	0	0
ENSG00000163739	0	0	6	2	2	0	0	0	0
ENSG00000163737	0	2	0	0	0	0	0	0	0
ENSG00000163736	0	0	0	0	0	0	0	0	0
ENSG00000163735	0	2	0	4	0	0	0	0	4
ENSG00000244194	0	0	0	0	0	0	0	0	0
ENSG00000163734	8	10	18	42	22	0	18	18	38
ENSG00000248848	0	0	0	0	0	0	0	0	0
ENSG00000081041	2	38	94	40	34	0	4	116	100
ENSG00000163738	133	252	288	291	282	0	248	450	308
ENSG00000182585	0	4	4	4	0	0	10	12	0
ENSG00000124882	0	0	0	0	8	0	0	8	4
ENSG00000109321	1076	1829	1499	4484	3316	0	4386	3048	2212
ENSG00000174808	0	0	0	0	0	0	0	0	0
ENSG00000169116	4	14	10	52	4	0	2	6	6
ENSG00000163743	878	779	831	1273	1256	0	614	1310	887
ENSG00000174796	571	574	539	803	888	0	700	931	692
ENSG00000138769	40	8	10	36	64	0	44	30	34
ENSG00000138757	9125	11347	11585	18017	15688	0	8637	17224	11680
ENSG00000138768	4408	4230	4728	7654	6274	0	3003	5589	3994
ENSG00000222644	0	0	0	0	0	0	0	0	0
ENSG00000156194	0	0	0	6	0	0	2	0	0
ENSG00000138744	407	1264	1144	1190	917	0	469	785	579
ENSG00000198301	1796	3293	3153	4056	3409	0	2096	4632	2999
ENSG00000138755	8	38	28	22	10	0	44	56	144
ENSG00000156219	11	31	25	25	15	0	3	12	12
ENSG00000169245	24	42	70	84	106	0	90	220	424
ENSG00000169248	16	18	35	21	36	0	72	72	102
ENSG00000138750	2021	3320	3683	4766	3798	0	2208	5004	3513
ENSG00000138760	368	630	826	793	944	0	328	1228	869
ENSG00000189157	0	0	1	1	0	0	2	0	0
ENSG00000272414	0	0	0	0	0	0	0	0	0
ENSG00000118804	11	30	16	46	78	0	27	52	41
ENSG00000163749	1	1	0	0	0	0	2	4	0
ENSG00000249858	2	2	2	2	0	0	0	4	0
ENSG00000212368	0	0	0	0	0	0	0	0	0
ENSG00000138771	0	2	6	2	0	0	2	0	0
ENSG00000207307	0	0	0	0	0	0	0	0	0
ENSG00000263445	0	0	0	0	0	0	0	0	0
ENSG00000283682	0	0	0	0	0	0	0	0	0
ENSG00000186212	0	0	0	4	2	0	0	0	2
ENSG00000118816	14413	18839	18567	25192	21698	0	13410	19970	12982
ENSG00000214062	1	0	0	0	0	0	0	2	0
ENSG00000201641	0	0	0	1	0	0	0	0	0
ENSG00000138764	1583	516	736	1320	1539	0	598	1097	736
ENSG00000156234	16	4	2	57	24	0	8	22	2
ENSG00000138767	2600	2618	2620	4548	2869	0	1914	2629	1471
ENSG00000169288	982	1676	1592	2099	1497	0	762	2106	1349
ENSG00000248956	2	0	0	0	0	0	2	6	0
ENSG00000138759	0	0	6	0	2	0	0	6	0
